% Title: Andy vs Luke
%
@RELATION text

@ATTRIBUTE avgLettersPerWord		NUMERIC
@ATTRIBUTE avgConsonantsPerWord		NUMERIC
@ATTRIBUTE avgVowelsPerWord		NUMERIC
@ATTRIBUTE avgWordsPerSentence		NUMERIC
@ATTRIBUTE avgConsonantsPerSentence	NUMERIC
@ATTRIBUTE avgVowelsPerSentence		NUMERIC
@ATTRIBUTE mostCommonWord		string
@ATTRIBUTE totalWordCount		NUMERIC
@ATTRIBUTE numberDifferentWords		NUMERIC
@ATTRIBUTE source			{abraham, arthur_doyle, charles_darwin, charles_dickens, frank_baum, grimm, herman_melville, jane_austen, laura_hope, lewis_carroll, mark_twain, oscar_wilde, walt_whitman}

@DATA
4.6590333,2.3104327,2.292621,24.0,45.764706,37.588234,from,393,220,abraham
4.767802,2.3436532,2.25387,17.894737,35.0,27.526316,slavery,323,200,abraham
4.3065133,2.2260537,2.0996168,19.5,35.0,28.142857,slave,261,150,abraham
4.431818,2.1136363,2.0880682,24.333334,43.333332,34.733334,will,352,189,abraham
4.615873,2.1555555,2.1746032,23.357143,42.142857,34.57143,freedom,315,194,abraham
4.456026,2.120521,2.1530945,17.052631,29.68421,24.0,free,307,187,abraham
4.38253,2.1927712,2.1385543,23.0,41.666668,33.066666,slavery,332,204,abraham
4.5835776,2.2844574,2.1876833,27.076923,49.846153,41.46154,were,341,183,abraham
4.5973454,2.3893805,2.2035398,14.176471,25.529411,21.058823,President,226,121,abraham
4.274576,2.1288135,2.1457627,19.3125,33.9375,27.875,Union,295,139,abraham
4.388298,2.2659574,2.106383,27.571428,51.857143,41.714287,cases,188,121,abraham
4.655303,2.378788,2.2424242,27.2,52.7,43.7,idea,264,143,abraham
4.413265,2.239796,2.2295918,28.714285,54.285713,43.285713,they,196,121,abraham
4.687831,2.3333333,2.2275133,19.8,37.4,31.6,bank,189,103,abraham
4.484649,2.2960527,2.2105262,35.923077,69.46154,54.46154,they,456,234,abraham
4.2862744,2.1254902,2.0980392,24.0,42.363636,34.545456,black,255,143,abraham
4.323034,2.1264045,2.1123595,20.666666,36.444443,29.0,free,356,187,abraham
4.260638,2.1382978,2.212766,32.0,58.833332,46.333332,have,188,110,abraham
4.212121,2.131313,2.0454545,22.777779,38.88889,32.0,were,198,130,abraham
4.338608,2.1898735,2.177215,18.444445,33.444443,27.166666,said,316,177,abraham
4.2861357,2.138643,2.1091444,19.777779,35.22222,27.777779,bridge,339,180,abraham
4.173333,2.048889,2.0844445,23.4,40.8,31.4,pier,225,108,abraham
4.093863,2.0252707,2.1480145,18.25,31.625,25.1875,have,277,160,abraham
4.303502,2.2178988,2.233463,20.692308,39.0,30.615385,miles,257,139,abraham
3.8988764,1.9513109,1.9775281,20.0,32.857143,25.5,miles,267,120,abraham
4.083612,1.9799331,2.0167224,17.5,29.722221,21.555555,pier,299,138,abraham
4.1,2.0961537,2.0846155,26.9,47.9,35.6,only,260,138,abraham
5.0603013,2.5025125,2.4271357,17.333334,36.0,31.083334,with,199,116,abraham
4.39485,2.253219,2.2017167,39.5,74.5,60.833332,will,233,137,abraham
4.2259617,2.0961537,2.0096154,19.727272,33.81818,27.363636,will,208,126,abraham
4.623656,2.2688172,2.3225806,37.8,70.8,60.4,decision,186,105,abraham
4.485944,2.2088354,2.2369478,28.444445,53.444443,42.444443,voted,249,140,abraham
4.6833334,2.3083334,2.2083333,15.875,30.375,23.6875,decision,240,140,abraham
4.4774194,2.2688172,2.2709677,34.07143,62.5,53.5,State,465,195,abraham
4.1309524,2.0744047,2.1339285,17.7,30.6,24.75,Douglas,336,182,abraham
3.9636364,2.05,2.0181818,44.8,76.4,62.0,alliance,220,120,abraham
4.5365853,2.2634146,2.2439024,15.5,29.857143,23.0,sovereignty,205,106,abraham
4.0332227,2.066445,2.0963454,38.375,66.75,53.625,Territory,301,142,abraham
4.2232556,2.1488373,2.1813953,24.666666,45.0,36.11111,they,215,113,abraham
4.0454545,2.0413222,2.0123968,19.461538,33.153847,25.615385,Read,242,135,abraham
4.2987013,2.138528,2.090909,21.818182,38.81818,31.545454,will,231,135,abraham
4.1004367,2.1048036,2.0087335,18.461538,32.0,25.461538,favor,229,118,abraham
4.21659,2.1013825,2.018433,18.916666,32.416668,26.083334,have,217,100,abraham
4.43617,2.180851,2.1010637,27.571428,49.857143,40.0,Constitution,188,112,abraham
4.1092715,2.1092715,2.0165563,31.0,54.0,43.3,have,302,142,abraham
4.169279,2.125392,2.0532916,64.4,112.8,92.2,little,319,153,abraham
4.608108,2.3216217,2.2783785,22.647058,43.64706,35.35294,decision,370,184,abraham
4.170631,2.0920372,2.1127198,36.74074,65.0,51.037037,will,967,364,abraham
4.1044774,2.1094527,2.1840796,25.875,47.0,37.625,white,201,125,abraham
4.291188,2.1666667,2.1398468,48.272728,88.90909,69.454544,they,522,216,abraham
4.0691147,2.1339092,2.0410366,29.8125,51.5,41.4375,people,463,197,abraham
4.133641,2.124424,2.059908,18.916666,32.833332,26.333334,perfect,217,125,abraham
4.6578946,2.3105264,2.3526316,32.5,63.25,53.5,Legislature,380,177,abraham
4.5440416,2.310881,2.300518,28.285715,52.857143,45.57143,have,193,118,abraham
4.5320334,2.2395544,2.2451253,24.8,47.4,37.666668,have,359,210,abraham
4.398907,2.169399,2.2076502,23.625,43.5,34.625,plan,183,104,abraham
4.448598,2.1682243,2.228972,31.285715,59.285713,46.714287,question,214,107,abraham
4.5941424,2.246862,2.3514645,34.857143,67.71429,54.857143,Territory,239,112,abraham
4.4656863,2.1960785,2.25,17.833334,33.0,26.916666,they,204,101,abraham
4.561856,2.242268,2.2061856,22.333334,41.333332,34.333332,principle,194,121,abraham
4.4670053,2.1979694,2.1675127,25.375,45.125,38.25,twenty,197,108,abraham
4.1553783,2.115538,2.0956175,25.9,46.4,36.1,good,251,131,abraham
3.9815497,2.0405905,2.0295203,21.692308,37.46154,28.615385,speech,271,141,abraham
4.2941175,2.112745,2.0931373,24.882353,45.117645,35.058823,shall,408,199,abraham
4.24,2.055,2.03,19.0,32.81818,26.727272,wish,200,103,abraham
4.399061,2.1971831,2.1924882,20.181818,37.636364,30.636364,have,213,115,abraham
4.5944443,2.3333333,2.2555556,23.375,45.125,37.25,more,180,117,abraham
4.649573,2.2905984,2.3418803,18.846153,35.846153,29.538462,decision,234,136,abraham
4.5072465,2.3224638,2.1702898,22.076923,42.384617,32.692307,slavery,276,154,abraham
4.5215054,2.2688172,2.1827958,17.727272,32.909092,26.0,have,186,111,abraham
4.1641026,2.0615385,2.0461538,28.571428,48.42857,38.857143,Judge,195,111,abraham
4.036866,1.9815668,2.0552995,24.88889,42.11111,33.11111,have,217,107,abraham
4.156156,2.126126,2.03003,18.473684,32.42105,24.894737,them,333,175,abraham
4.2576685,2.113497,2.107362,30.454546,53.727272,44.81818,have,326,154,abraham
3.9859154,1.9612676,2.0352113,22.692308,37.53846,29.846153,Judge,284,150,abraham
4.201125,2.1504922,2.0548522,48.266666,85.4,69.2,have,711,268,abraham
4.1657896,2.1,2.0710526,32.5,56.5,45.583332,upon,380,178,abraham
4.048421,2.025263,2.025263,34.785713,59.642857,46.285713,with,475,212,abraham
3.9893806,2.0300884,2.0283186,30.631578,52.63158,41.05263,Judge,565,223,abraham
3.931596,1.9381107,1.980456,28.818182,47.81818,37.545456,have,307,134,abraham
4.3546796,2.1576355,2.1921182,29.714285,55.857143,43.285713,reason,203,123,abraham
4.302564,2.2102563,2.2205129,18.545454,34.636364,26.545454,there,195,106,abraham
4.27668,2.118577,2.0790515,21.916666,39.166668,30.333334,cannot,253,158,abraham
4.4458876,2.2207792,2.1861472,24.0,44.8,35.8,Union,231,134,abraham
5.1666665,2.6309524,2.375,42.75,90.25,75.75,States,168,100,abraham
4.2087226,2.0841122,2.093458,19.764706,34.294117,27.882353,make,321,154,abraham
4.1965065,2.1170306,2.1231441,27.581396,49.023254,38.697674,decision,1145,412,abraham
4.37535,2.207283,2.1092436,36.5,66.7,52.0,they,357,188,abraham
4.158103,2.0711462,2.0,20.307692,34.923077,27.692308,hour,253,118,abraham
4.2906404,2.1133006,2.1871922,34.5,63.166668,52.0,have,203,107,abraham
4.6635942,2.3041475,2.262673,27.875,54.625,43.5,resolutions,217,103,abraham
4.43,2.1966667,2.1366668,28.09091,52.545456,40.090908,resolutions,300,132,abraham
4.375,2.25,2.211207,47.0,90.6,70.4,upon,232,135,abraham
4.175676,2.0090091,1.9864864,28.5,49.125,38.125,good,222,116,abraham
4.3157263,2.170468,2.164466,31.777779,57.666668,46.48148,amendment,833,300,abraham
4.1394496,2.1541286,2.106422,26.857143,48.666668,37.52381,they,545,229,abraham
4.4695864,2.2043796,2.1800487,25.058823,45.764706,38.294117,have,411,188,abraham
4.386076,2.1518986,2.2046413,27.222221,49.5,40.666668,State,474,221,abraham
4.154321,2.0493827,1.9783951,24.0,40.57143,32.357143,with,324,163,abraham
4.35474,2.149847,2.146789,33.5,62.2,48.8,shall,327,176,abraham
3.9655173,1.9113301,2.0,26.125,43.625,33.75,answer,203,103,abraham
4.1797943,2.1061645,2.1164384,22.555555,39.592594,31.481482,charge,584,249,abraham
5.1235294,2.6176472,2.3588235,43.25,90.5,76.0,States,170,102,abraham
4.5264626,2.2952647,2.2618384,26.5,51.07143,40.92857,Bank,359,179,abraham
4.8651686,2.4157302,2.3707864,17.09091,33.454544,28.363636,authority,178,106,abraham
4.291262,2.1650486,2.1796117,21.4,39.2,31.0,editor,206,137,abraham
4.3796296,2.1574075,2.0416667,31.571428,56.714287,45.857143,have,216,125,abraham
4.36,2.2327273,2.1054544,23.75,44.0,34.5,have,275,135,abraham
4.402985,2.2487562,2.1940298,29.428572,55.714287,44.285713,government,201,116,abraham
4.2987013,2.1948051,2.1515152,46.8,88.0,69.2,upon,231,112,abraham
3.911007,1.9765807,1.93911,24.61111,40.88889,31.166666,know,427,181,abraham
4.507614,2.2385788,2.1827412,25.375,46.75,38.75,party,197,107,abraham
4.4685316,2.2191143,2.2144523,20.40909,36.863636,30.90909,Compromise,429,188,abraham
4.303681,2.1349692,2.1533742,28.0,50.5,40.583332,people,326,163,abraham
4.4275093,2.2788105,2.267658,20.071428,38.07143,31.285715,been,269,128,abraham
4.414141,2.1885521,2.077441,27.818182,49.545456,38.81818,platform,297,158,abraham
3.8734176,1.9282701,1.9915612,27.11111,45.444443,35.333332,plea,237,120,abraham
4.3144107,2.1790392,2.1266375,26.222221,47.333332,38.555557,charter,229,126,abraham
4.133333,2.0904763,2.0428572,21.8,37.7,29.8,Bank,210,124,abraham
4.1698112,2.1226416,2.0660377,15.0,25.4,20.333334,Campbell,212,115,abraham
4.4,2.2810812,2.0972972,37.8,68.8,55.4,admission,185,105,abraham
4.1375294,2.088578,2.058275,23.473684,40.789474,32.473682,people,429,211,abraham
4.3555555,2.1244445,2.1022222,29.0,52.0,41.5,interrogatories,225,120,abraham
4.8195877,2.4072165,2.3195877,33.0,66.333336,53.333332,property,194,94,abraham
4.286533,2.0544412,2.191977,21.411764,37.294117,30.352942,Court,349,143,abraham
4.63285,2.347826,2.2657006,19.636364,38.636364,30.181818,slavery,207,105,abraham
4.718954,2.271242,2.3137255,20.0,38.3125,30.75,Constitution,306,143,abraham
4.7674417,2.3546512,2.2674417,22.25,42.875,35.375,right,172,97,abraham
4.437888,2.1863353,2.2173913,27.666666,50.833332,42.083332,right,322,145,abraham
4.2551866,2.19917,2.186722,37.923077,70.15385,56.384617,decided,482,185,abraham
3.832425,1.9250681,1.96594,21.914286,35.914288,27.114286,would,734,281,abraham
4.1044044,2.0799348,2.0750408,39.1875,69.75,54.9375,white,613,239,abraham
4.263456,2.144476,2.0764873,45.0,79.5,63.625,Judge,353,156,abraham
4.3452053,2.1452055,2.180822,37.3,68.4,54.6,provision,365,156,abraham
4.0027323,2.0027323,2.0409837,34.18182,57.81818,46.0,words,366,131,abraham
4.2688174,2.0376344,1.983871,7.0666666,11.033334,8.733334,bribed,186,124,abraham
4.2672567,2.1469026,2.1292036,25.47826,45.826088,35.565216,Trumbull,565,220,abraham
4.3876147,2.1766055,2.201835,37.166668,68.5,55.666668,Trumbull,436,186,abraham
4.014528,2.1452785,2.0217917,19.681818,34.090908,26.272728,Trumbull,413,143,abraham
3.9780219,2.084249,2.025641,14.55,24.1,19.6,Douglas,273,114,abraham
4.566138,2.2380953,2.1851852,28.0,52.714287,42.0,Kansas,189,115,abraham
4.308411,2.1869159,2.199377,32.9,60.2,49.4,right,321,171,abraham
4.106033,2.0749543,2.0511882,24.695652,42.869564,33.869564,will,547,216,abraham
4.020958,2.0449102,2.0479043,23.133333,40.333332,30.933332,bill,334,132,abraham
4.4731708,2.2195122,2.1414635,51.75,95.5,77.5,said,205,100,abraham
4.1272726,2.090909,2.0945454,23.75,41.833332,32.916668,negro,275,136,abraham
4.0709915,2.1028152,2.0795593,23.63889,40.38889,33.0,agitation,817,302,abraham
3.9179688,2.0,2.0,32.75,55.5,42.375,Trumbull,256,130,abraham
4.4232802,2.153439,2.1851852,19.7,35.4,29.7,myself,189,112,abraham
4.170854,1.9849247,2.0502512,22.88889,38.88889,29.777779,charge,199,118,abraham
4.274021,2.1316726,2.1209965,24.25,43.416668,34.333332,Judge,281,156,abraham
4.0761905,2.057143,2.052381,18.333334,31.666666,24.25,Trumbull,210,101,abraham
4.1635137,2.0837839,2.122973,25.6,45.0,35.966667,made,740,268,abraham
4.3280253,2.178344,2.1464968,45.57143,82.28571,66.71429,ever,314,150,abraham
4.34918,2.1557376,2.1147542,36.764706,66.29412,53.941177,have,610,246,abraham
4.3505974,2.115538,2.1553786,25.9,45.5,38.4,party,251,114,abraham
4.3265305,2.122449,2.1836734,20.466667,36.2,29.266666,them,294,157,abraham
